workload,i,j,intersects,dec_vert,dec_bytes,total_vert,cert_level_r,cert_level_s,eta_star,band_b,band_w,mbr_gap,size_v,margin,abs_margin,log_abs_margin,phi_pair,family
syn_sep0.0_s1,1,8,1,385,2569,694,1,0,0.0190067850805269,51,0.01947707310249579,0.0,694,0.01596938213036866,0.01596938213036866,-1.7967118867499425,0.5547550432276657,synthetic
syn_sep0.0_s1,1,22,1,327,2238,513,0,0,0.01995899753865416,98,0.01945447280711068,0.0,513,0.2684544267262966,0.2684544267262966,-0.5711294302651428,0.6374269005847953,synthetic
syn_sep0.0_s1,2,33,1,451,3080,816,0,0,0.01967895916620461,126,0.01945172025740831,0.0,816,0.04915756692796287,0.04915756692796287,-1.308409620811523,0.5526960784313726,synthetic
syn_sep0.0_s1,2,66,1,385,2540,851,0,0,0.01924860822172615,130,0.019237853779140127,0.0,851,0.0717732809815271,0.0717732809815271,-1.1440372003465105,0.45240893066980026,synthetic
syn_sep0.0_s1,2,6,1,467,3257,961,0,0,0.019447246098932936,163,0.019336862450205758,0.0,961,0.03076658355483922,0.03076658355483922,-1.511920726866746,0.48595213319458896,synthetic
syn_sep0.0_s1,3,5,1,413,2853,825,1,0,0.018113068943997442,48,0.018431424329407007,0.0,825,0.014614773178402107,0.014614773178402107,-1.8352079204843383,0.5006060606060606,synthetic
syn_sep0.0_s1,3,23,1,404,2821,776,0,0,0.019990227617434075,66,0.01936295994703741,0.0,776,0.021859528374406165,0.021859528374406165,-1.660359212293369,0.520618556701031,synthetic
syn_sep0.0_s1,3,25,1,636,4226,779,1,2,0.007982304244480161,22,0.018961535176367356,0.0,779,0.007074352163660021,0.007074352163660021,-2.1503133245945336,0.8164313222079589,synthetic
syn_sep0.0_s1,3,48,1,421,2988,687,0,0,0.019510466756039818,50,0.01912919556547419,0.0,687,0.1641420452135471,0.1641420452135471,-0.7847801595574755,0.6128093158660844,synthetic
syn_sep0.0_s1,3,67,1,310,2155,479,0,0,0.019070425053825286,45,0.018912244070549287,0.0,479,0.05790851937819358,0.05790851937819358,-1.2372575390843514,0.6471816283924844,synthetic
syn_sep0.0_s1,3,11,1,384,2684,639,0,0,0.01893467909631208,69,0.018844813860274853,0.0,639,0.06822466703569953,0.06822466703569953,-1.1660585751813628,0.6009389671361502,synthetic
syn_sep0.0_s1,3,44,1,344,2338,624,0,0,0.02358667800509425,66,0.021032760020255226,0.0,624,0.08697142890409566,0.08697142890409566,-1.0606233945855637,0.5512820512820513,synthetic
syn_sep0.0_s1,3,60,1,358,2451,657,0,0,0.019027820594363063,83,0.01889110672153903,0.0,657,0.17474192995380217,0.17474192995380217,-0.7576028719887291,0.5449010654490106,synthetic
syn_sep0.0_s1,3,33,1,407,2837,625,0,0,0.01967895916620461,79,0.019211617874126397,0.0,625,0.36402225049701586,0.36402225049701586,-0.4388720697213478,0.6512,synthetic
syn_sep0.0_s1,3,41,1,607,4103,793,2,1,0.007912458953901141,13,0.018957566145935748,0.0,793,0.00506467302058552,0.00506467302058552,-2.2954485877183055,0.7654476670870114,synthetic
syn_sep0.0_s1,3,66,1,341,2297,660,0,0,0.01924860822172615,132,0.019000391257549456,0.0,660,0.2261971016976457,0.2261971016976457,-0.6455129640628584,0.5166666666666667,synthetic
syn_sep0.0_s1,3,6,1,423,3014,770,0,0,0.019447246098932936,94,0.019098177814705682,0.0,770,0.04096809454135408,0.04096809454135408,-1.3875542349481353,0.5493506493506494,synthetic
syn_sep0.0_s1,3,43,1,311,2129,494,0,0,0.019162102928405856,43,0.018957648290675696,0.0,494,0.0290033192368593,0.0290033192368593,-1.5375522971287447,0.6295546558704453,synthetic
syn_sep0.0_s1,3,26,1,718,4751,719,5,5,9.283363173600537e-05,4,0.018911200599459135,0.0,719,0.00012487384916721366,0.00012487384916721366,-3.903528497711573,0.9986091794158554,synthetic
syn_sep0.0_s1,4,38,1,845,5521,1179,1,2,0.00789712554633752,163,0.019177379093037572,0.0,1179,0.006912095015472271,0.006912095015472271,-2.1603903004993636,0.7167090754877015,synthetic
syn_sep0.0_s1,4,18,1,492,3457,997,0,0,0.01979311761958838,277,0.01973197654977711,0.0,997,0.29395056496228655,0.29395056496228655,-0.5317257007744333,0.4934804413239719,synthetic
syn_sep0.0_s1,4,62,1,966,6186,984,5,4,0.000270284197237304,17,0.019286059856773383,0.0,984,0.0002663365275679606,0.0002663365275679606,-3.5745692651511916,0.9817073170731707,synthetic
syn_sep0.0_s1,4,61,1,446,3120,945,0,0,0.01980338050260019,140,0.01979824839609375,0.0,945,0.026766713866663766,0.026766713866663766,-1.5724049435961058,0.47195767195767196,synthetic
syn_sep0.0_s1,4,5,1,474,3313,1174,0,0,0.01979311761958838,215,0.018934468676470827,0.0,1174,0.02013072163078428,0.02013072163078428,-1.69614065655275,0.403747870528109,synthetic
syn_sep0.0_s1,4,23,1,488,3415,1125,0,0,0.019990227617434075,194,0.019891428467413208,0.0,1125,0.022412522419914274,0.022412522419914274,-1.64950926297245,0.43377777777777776,synthetic
syn_sep0.0_s1,4,27,1,974,6124,1198,3,2,0.0029052512394193123,11,0.019511695700947008,0.0,1198,0.0027950367939810978,0.0027950367939810978,-2.553612470513848,0.8130217028380634,synthetic
syn_sep0.0_s1,4,4,1,505,3577,1041,0,0,0.01979311761958838,178,0.01958777533005256,0.0,1041,0.031461044262072135,0.031461044262072135,-1.5022268662593574,0.4851104707012488,synthetic
syn_sep0.0_s1,5,69,1,354,2434,726,0,0,0.019849326359529424,140,0.019456601449757326,0.0,726,0.1317952020023948,0.1317952020023948,-0.8801003999193886,0.48760330578512395,synthetic
syn_sep0.0_s1,5,19,1,440,2831,854,1,0,0.019692226548011234,151,0.019770620412553182,0.0,854,0.015053818241020405,0.015053818241020405,-1.8223533318891054,0.5152224824355972,synthetic
syn_sep0.0_s1,7,41,1,653,4443,901,1,1,0.007912458953901141,45,0.01950256779830758,0.0,901,0.01838810541721821,0.01838810541721821,-1.7354630151229884,0.7247502774694784,synthetic
syn_sep0.0_s1,7,35,1,395,2742,713,0,0,0.01984925393286208,61,0.019544920253861113,0.0,713,0.04301088124445623,0.04301088124445623,-1.366421659140443,0.5539971949509116,synthetic
syn_sep0.0_s1,7,56,1,465,3274,794,0,0,0.01984925393286208,153,0.019359102669304955,0.0,794,0.4170439977999022,0.4170439977999022,-0.3798181248963314,0.5856423173803527,synthetic
syn_sep0.0_s1,7,6,1,460,3283,878,0,0,0.01984925393286208,136,0.0196472218420972,0.0,878,0.0506253536330092,0.0506253536330092,-1.2956319300832029,0.5239179954441914,synthetic
syn_sep0.0_s1,7,36,1,672,4223,729,4,3,0.0009658637440600853,18,0.01988891918739511,0.0,729,0.0005213941571830035,0.0005213941571830035,-3.282833839073134,0.9218106995884774,synthetic
syn_sep0.0_s1,7,54,1,451,3137,956,0,0,0.01984925393286208,135,0.019709625723218712,0.0,956,0.02795233415895279,0.02795233415895279,-1.5535819204980892,0.47175732217573224,synthetic
syn_sep0.0_s1,7,2,1,372,2521,758,0,0,0.019963511460644776,102,0.019906300720473922,0.0,758,0.05912315226640909,0.05912315226640909,-1.228242418729523,0.49076517150395776,synthetic
syn_sep0.0_s1,8,39,1,693,4515,956,1,2,0.007762333917620455,57,0.019969954883107585,0.0,956,0.005114198295243907,0.005114198295243907,-2.2912224367917102,0.7248953974895398,synthetic
syn_sep0.0_s1,8,41,1,468,3243,1014,0,0,0.01995106126371878,230,0.019552518415132714,0.0,1014,0.21330956197013354,0.21330956197013354,-0.6709896761107129,0.46153846153846156,synthetic
syn_sep0.0_s1,8,35,1,389,2643,826,0,0,0.01995106126371878,128,0.01959497934518565,0.0,826,0.09135793379231354,0.09135793379231354,-1.039253731255733,0.47094430992736075,synthetic
syn_sep0.0_s1,8,56,1,459,3175,907,0,0,0.01995106126371878,120,0.01940868583853238,0.0,907,0.02551141952332905,0.02551141952332905,-1.5932653753991834,0.5060639470782801,synthetic
syn_sep0.0_s1,9,21,1,337,2294,740,0,0,0.019934055784895904,131,0.018821569578803172,0.0,740,0.027933604538232612,0.027933604538232612,-1.5538730195266028,0.4554054054054054,synthetic
syn_sep0.0_s1,9,69,1,313,2146,594,0,0,0.019071646720794484,84,0.01840992840488297,0.0,594,0.044435880492562196,0.044435880492562196,-1.352266209898618,0.5269360269360269,synthetic
syn_sep0.0_s1,9,64,1,372,2556,759,0,0,0.019640225036204686,171,0.018682338328249982,0.0,759,0.14501983225227608,0.14501983225227608,-0.8385726015636825,0.4901185770750988,synthetic
syn_sep0.0_s1,9,19,1,301,1965,722,0,0,0.019692226548011234,99,0.0187070546341361,0.0,722,0.027881879861391706,0.027881879861391706,-1.5546779484240798,0.4168975069252078,synthetic
syn_sep0.0_s1,9,52,1,260,1711,541,0,0,0.019458753770734683,93,0.018595827726087723,0.0,541,0.12772679467579465,0.12772679467579465,-0.8937179863732156,0.4805914972273567,synthetic
syn_sep0.0_s1,10,0,1,502,3583,852,0,0,0.01979216286303882,102,0.01923451272398715,0.0,852,0.26018160165676846,0.26018160165676846,-0.5847234171557221,0.5892018779342723,synthetic
syn_sep0.0_s1,10,24,1,505,3554,1002,0,0,0.019639979161824028,114,0.019160422086939865,0.0,1002,0.08817204764997794,0.08817204764997794,-1.0546690733146273,0.5039920159680639,synthetic
syn_sep0.0_s1,10,29,1,465,3288,728,0,0,0.01981659081098468,90,0.019246378905321108,0.0,728,0.049140575338160915,0.049140575338160915,-1.3085597630948456,0.6387362637362637,synthetic
syn_sep0.0_s1,10,9,1,798,5203,1047,1,2,0.00799414454441911,74,0.01918149130993531,0.0,1047,0.0074392308504587605,0.0074392308504587605,-2.1284719642168652,0.7621776504297995,synthetic
syn_sep0.0_s1,10,48,1,520,3730,894,0,0,0.019510466756039818,105,0.019097142567673208,0.0,894,0.031756890779997916,0.031756890779997916,-1.4981620245936864,0.5816554809843401,synthetic
syn_sep0.0_s1,10,51,1,526,3762,959,0,0,0.019336362413971752,293,0.019011743630116512,0.0,959,0.4201750894536966,0.4201750894536966,-0.3765696987959727,0.5484880083420229,synthetic
syn_sep0.0_s1,10,67,1,409,2897,686,0,0,0.019070425053825286,59,0.018880554598008213,0.0,686,0.13308296078414028,0.13308296078414028,-0.8758775456575523,0.5962099125364432,synthetic
syn_sep0.0_s1,10,11,1,483,3426,846,0,0,0.01893467909631208,94,0.018813237374209046,0.0,846,0.08473493185543181,0.08473493185543181,-1.0719375154661204,0.5709219858156028,synthetic
syn_sep0.0_s1,10,33,1,750,5035,832,2,2,0.0029849926679042056,20,0.019179426768997854,0.0,832,0.0034501748420080907,0.0034501748420080907,-2.4621588958167084,0.9014423076923077,synthetic
syn_sep0.0_s1,10,16,1,411,2832,858,0,0,0.01989995628494168,33,0.01928681975608294,0.0,858,0.21910713969344078,0.21910713969344078,-0.6593434705480199,0.479020979020979,synthetic
syn_sep0.0_s1,10,7,1,444,3141,762,0,0,0.019293974112061494,84,0.018990893853738727,0.0,762,0.22583758624636457,0.22583758624636457,-0.646203776576742,0.5826771653543307,synthetic
syn_sep0.0_s1,10,65,1,878,5720,907,3,4,0.0009306468314646409,16,0.019332835626025925,0.0,907,0.0009680299669396915,0.0009680299669396915,-3.0141111977438952,0.9680264608599779,synthetic
syn_sep0.0_s1,10,57,1,423,3011,663,0,0,0.01969891402838929,55,0.019189148468243163,0.0,663,0.13522236123150677,0.13522236123150677,-0.8689514847488521,0.6380090497737556,synthetic
syn_sep0.0_s1,10,43,1,626,4150,701,2,2,0.002942685466176442,30,0.018925882738543984,0.0,701,0.0033458601209653974,0.0033458601209653974,-2.4754922192398467,0.8930099857346647,synthetic
syn_sep0.0_s1,10,26,1,520,3715,926,0,0,0.019068320714628214,100,0.018879512875364643,0.0,926,0.17481852422097446,0.17481852422097446,-0.7574125502992287,0.5615550755939525,synthetic
syn_sep0.0_s1,10,47,1,584,3838,904,1,1,0.00799414454441911,194,0.019229156813062857,0.0,904,0.017801728269540733,0.017801728269540733,-1.7495378324145239,0.6460176991150443,synthetic
syn_sep0.0_s1,10,68,1,500,3537,910,0,0,0.01987317583748417,110,0.01927383772872378,0.0,910,0.0902015207112151,0.0902015207112151,-1.044786140602666,0.5494505494505495,synthetic
syn_sep0.0_s1,10,63,1,354,2432,648,0,0,0.018692574545257166,87,0.018309706440163758,0.0,648,0.026666850541239146,0.026666850541239146,-1.5740282731325501,0.5462962962962963,synthetic
syn_sep0.0_s1,10,42,1,447,3166,749,0,0,0.01904171093284681,94,0.01886633512586579,0.0,749,0.045534455210216374,0.045534455210216374,-1.3416598550951195,0.5967957276368492,synthetic
syn_sep0.0_s1,11,38,1,495,3482,1095,0,0,0.019696670979448005,151,0.019130598882165575,0.0,1095,0.09297773000290725,0.09297773000290725,-1.031621061065508,0.4520547945205479,synthetic
syn_sep0.0_s1,11,18,1,501,3565,913,0,0,0.019696670979448005,104,0.019683843485324367,0.0,913,0.04885189061552727,0.04885189061552727,-1.311118623993589,0.5487404162102957,synthetic
syn_sep0.0_s1,11,62,1,459,3256,900,0,0,0.019696670979448005,125,0.019239014536210398,0.0,900,0.2588343091744256,0.2588343091744256,-0.586978157300145,0.51,synthetic
syn_sep0.0_s1,11,3,1,497,3529,1016,0,0,0.019752523568028136,337,0.01972457750455615,0.0,1016,0.37746714246747165,0.37746714246747165,-0.4231208465929125,0.4891732283464567,synthetic
syn_sep0.0_s1,11,61,1,455,3228,861,0,0,0.01980338050260019,94,0.019749953671857855,0.0,861,0.20008521698722007,0.20008521698722007,-0.6987849974088113,0.5284552845528455,synthetic
syn_sep0.0_s1,11,23,1,868,5754,1041,2,2,0.0029911620623722748,60,0.019842906444996252,0.0,1041,0.007012309527422048,0.007012309527422048,-2.1541389220821214,0.8338136407300673,synthetic
syn_sep0.0_s1,11,25,1,497,3551,1044,0,0,0.019696670979448005,133,0.019431531624674495,0.0,1044,0.16492445695875865,0.16492445695875865,-0.7827149372294319,0.4760536398467433,synthetic
syn_sep0.0_s1,11,34,1,380,2642,760,0,0,0.019899471727044277,86,0.01979781167888055,0.0,760,0.04115904616640969,0.04115904616640969,-1.3855346982689465,0.5,synthetic
syn_sep0.0_s1,11,39,1,482,3405,1000,0,0,0.019988866394720216,120,0.019842230838011867,0.0,1000,0.07443589918681712,0.07443589918681712,-1.1282175609732916,0.482,synthetic
syn_sep0.0_s1,12,18,1,737,4736,849,2,3,0.0029202121003712228,25,0.019775600333089473,0.0,849,0.0021202801224978643,0.0021202801224978643,-2.67360675791434,0.8680800942285041,synthetic
syn_sep0.0_s1,12,5,1,394,2687,1026,0,0,0.019880732272638278,165,0.018976329316057205,0.0,1026,0.13063752650290467,0.13063752650290467,-0.8839320511424451,0.3840155945419103,synthetic
syn_sep0.0_s1,12,23,1,408,2789,977,0,0,0.019990227617434075,155,0.01993540476968819,0.0,977,0.07263713550184668,0.07263713550184668,-1.1388412908613725,0.41760491299897645,synthetic
syn_sep0.0_s1,12,4,1,425,2951,893,0,0,0.019880732272638278,117,0.01963108031089996,0.0,893,0.0987598340869168,0.0987598340869168,-1.0054196483347058,0.47592385218365063,synthetic
syn_sep0.0_s1,12,48,1,425,2956,888,0,0,0.019880732272638278,190,0.019694729398776645,0.0,888,0.20617731030675565,0.20617731030675565,-0.6857591302762259,0.4786036036036036,synthetic
syn_sep0.0_s1,12,44,1,348,2306,825,0,0,0.02358667800509425,172,0.02165457066349284,0.0,825,0.10727178474007551,0.10727178474007551,-0.9695144937156847,0.4218181818181818,synthetic
syn_sep0.0_s1,12,60,1,544,3489,858,1,1,0.007843566541743991,150,0.019449601717472904,0.0,858,0.01611759819842648,0.01611759819842648,-1.7926996750899216,0.634032634032634,synthetic
syn_sep0.0_s1,12,33,1,411,2805,826,0,0,0.019880732272638278,126,0.01977958843321809,0.0,826,0.05930891009537799,0.05930891009537799,-1.2268800568042648,0.4975786924939467,synthetic
syn_sep0.0_s1,13,57,1,366,2551,687,0,0,0.019723952699074024,103,0.019711429388024504,0.0,687,0.06700988803874745,0.06700988803874745,-1.1738611076835523,0.5327510917030568,synthetic
syn_sep0.0_s1,13,10,1,479,3349,1092,0,0,0.019723952699074024,131,0.019422754019241806,0.0,1092,0.080290683302994,0.080290683302994,-1.0953348460589267,0.43864468864468864,synthetic
syn_sep0.0_s1,13,40,1,472,3287,1075,0,0,0.019723952699074024,149,0.01916695302860962,0.0,1075,0.09564943950367416,0.09564943950367416,-1.0193175705477189,0.4390697674418605,synthetic
syn_sep0.0_s1,13,30,1,472,3354,948,0,0,0.019723952699074024,238,0.019405768041076635,0.0,948,0.318241784386537,0.318241784386537,-0.4972427991156669,0.4978902953586498,synthetic
syn_sep0.0_s1,13,13,1,437,2815,1055,1,0,0.01905720218946079,243,0.019387711431770756,0.0,1055,0.016357082592521326,0.016357082592521326,-1.7862941533859091,0.414218009478673,synthetic
syn_sep0.0_s1,13,46,1,373,2563,690,0,0,0.019963208100575537,169,0.019843219806712904,0.0,690,0.3083634626002986,0.3083634626002986,-0.5109370862977537,0.5405797101449276,synthetic
syn_sep0.0_s1,13,59,1,386,2647,751,0,0,0.027035669867112228,145,0.023092212402598036,0.0,751,0.24012175255474727,0.24012175255474727,-0.6195684955572404,0.5139813581890812,synthetic
syn_sep0.0_s1,13,68,1,868,5561,934,3,3,0.0009711548446208352,18,0.019798423679649815,0.0,934,0.0011900292033346909,0.0011900292033346909,-2.924442380518584,0.9293361884368309,synthetic
syn_sep0.0_s1,13,21,1,841,5383,907,3,3,0.0009881118922210731,28,0.01982872596517461,0.0,907,0.0013805891205213266,0.0013805891205213266,-2.859935552997454,0.9272326350606395,synthetic
syn_sep0.0_s1,13,64,1,826,5385,926,3,2,0.0029790302643947593,36,0.01968204434537405,0.0,926,0.002085637938805583,0.002085637938805583,-2.680761081524067,0.8920086393088553,synthetic
syn_sep0.0_s1,13,32,1,433,2976,996,0,0,0.019723952699074024,133,0.01970941447567486,0.0,996,0.08858738756094116,0.08858738756094116,-1.0526281054510789,0.4347389558232932,synthetic
syn_sep0.0_s1,13,8,1,802,4982,876,3,3,0.0009648515384096947,16,0.019362048700738734,0.0,876,0.001133457786976115,0.001133457786976115,-2.945594649150526,0.9155251141552512,synthetic
syn_sep0.0_s1,14,0,1,431,3036,826,0,0,0.01979216286303882,123,0.01972551298173341,0.0,826,0.038371421155811124,0.038371421155811124,-1.4159921156014943,0.5217917675544794,synthetic
syn_sep0.0_s1,14,24,1,434,3007,976,0,0,0.01965908754313842,162,0.019649531029714496,0.0,976,0.018832408700673344,0.018832408700673344,-1.7250941293224629,0.444672131147541,synthetic
syn_sep0.0_s1,14,29,1,394,2741,702,0,0,0.01981659081098468,108,0.01973768207160355,0.0,702,0.04481653981806381,0.04481653981806381,-1.3485616773747398,0.5612535612535613,synthetic
syn_sep0.0_s1,14,51,1,455,3215,933,0,0,0.01965908754313842,167,0.01949705725134237,0.0,933,0.2374258000337982,0.2374258000337982,-0.6244720899141384,0.48767416934619506,synthetic
syn_sep0.0_s1,14,67,1,612,3945,660,3,2,0.0029596927180651576,10,0.019362519351004186,0.0,660,0.0026637870025432095,0.0026637870025432095,-2.5745005043080536,0.9272727272727272,synthetic
syn_sep0.0_s1,14,11,1,706,4650,820,2,2,0.0029599409623697792,23,0.01929348371745321,0.0,820,0.004502377940373537,0.004502377940373537,-2.346558051991266,0.8609756097560975,synthetic
syn_sep0.0_s1,14,16,1,340,2285,832,0,0,0.01989995628494168,196,0.019779155257752947,0.0,832,0.10934490182404848,0.10934490182404848,-0.961201461011022,0.40865384615384615,synthetic
syn_sep0.0_s1,14,7,1,373,2594,736,0,0,0.01965908754313842,167,0.019475675241800047,0.0,736,0.2895186753876587,0.2895186753876587,-0.538323416887672,0.5067934782608695,synthetic
syn_sep0.0_s1,14,65,1,408,2835,881,0,0,0.019995027032687174,117,0.01982634577684492,0.0,881,0.02243082988730835,0.02243082988730835,-1.649154658238452,0.46311010215664017,synthetic
syn_sep0.0_s1,14,57,1,352,2464,637,0,0,0.01969891402838929,78,0.019678990710624934,0.0,637,0.2258411463232267,0.2258411463232267,-0.6461969304641186,0.5525902668759811,synthetic
syn_sep0.0_s1,14,10,1,709,4784,1042,1,1,0.007596277874328062,63,0.01939079040871724,0.0,1042,0.009287708619948544,0.009287708619948544,-2.0320914179786964,0.6804222648752399,synthetic
syn_sep0.0_s1,14,40,1,891,5757,1025,2,3,0.0029599409623697792,30,0.01913541038429964,0.0,1025,0.0028023905795711494,0.0028023905795711494,-2.552471335443735,0.8692682926829268,synthetic
syn_sep0.0_s1,14,30,1,551,3837,898,1,0,0.01909271630334779,74,0.01937383238401273,0.0,898,0.01764029985357926,0.01764029985357926,-1.753494036886606,0.6135857461024499,synthetic
syn_sep0.0_s1,14,26,1,449,3168,900,0,0,0.01965908754313842,117,0.019361451036260576,0.0,900,0.06537653523101777,0.06537653523101777,-1.184578099501875,0.4988888888888889,synthetic
syn_sep0.0_s1,14,47,1,851,5239,878,5,4,0.00027793203665478104,31,0.019720020350233864,0.0,878,0.00012408738596730124,0.00012408738596730124,-3.906272360716334,0.969248291571754,synthetic
syn_sep0.0_s1,14,68,1,429,2990,884,0,0,0.01987317583748417,132,0.019765841837606726,0.0,884,0.16090010532368026,0.16090010532368026,-0.7934436716131366,0.4852941176470588,synthetic
syn_sep0.0_s1,14,63,1,376,2455,622,1,0,0.017934680378740842,105,0.01877709912696509,0.0,622,0.014268465976333522,0.014268465976333522,-1.845622715980719,0.6045016077170418,synthetic
syn_sep0.0_s1,14,42,1,520,3486,723,1,1,0.007596277874328062,56,0.01934793689776694,0.0,723,0.011626905892057974,0.011626905892057974,-1.9345358426535566,0.719225449515906,synthetic
syn_sep0.0_s1,15,55,1,513,3673,1050,0,0,0.01989065165114614,129,0.019826672024534236,0.0,1050,0.05246717367795399,0.05246717367795399,-1.2801123299067552,0.48857142857142855,synthetic
syn_sep0.0_s1,15,21,1,418,2957,884,0,0,0.019934055784895904,136,0.01984829249696024,0.0,884,0.020207351197130515,0.020207351197130515,-1.6944906105533506,0.47285067873303166,synthetic
syn_sep0.0_s1,15,50,1,418,2882,1020,0,0,0.019762898192719463,183,0.019392979954405094,0.0,1020,0.02299311665933167,0.02299311665933167,-1.6384021571933225,0.40980392156862744,synthetic
syn_sep0.0_s1,15,69,1,394,2809,738,0,0,0.019762898192719463,202,0.019414196159268954,0.0,738,0.3865903687556572,0.3865903687556572,-0.4127489698831017,0.5338753387533876,synthetic
syn_sep0.0_s1,15,64,1,453,3219,903,0,0,0.019762898192719463,146,0.019701466135103072,0.0,903,0.02815113604647371,0.02815113604647371,-1.5505040743759158,0.5016611295681063,synthetic
syn_sep0.0_s1,15,19,1,382,2628,866,0,0,0.019762898192719463,155,0.019727530723745265,0.0,866,0.035931634853939215,0.035931634853939215,-1.4445230223632266,0.44110854503464203,synthetic
syn_sep0.0_s1,15,52,1,481,3212,685,1,1,0.007735506569577454,77,0.01961023635064671,0.0,685,0.012705258663231715,0.012705258663231715,-1.8960164887950386,0.7021897810218978,synthetic
syn_sep0.0_s1,16,58,1,526,3452,804,1,1,0.007998636377613673,123,0.0190647011050811,0.0,804,0.012068769072328445,0.012068769072328445,-1.9183370225225373,0.654228855721393,synthetic
syn_sep0.0_s1,16,53,1,439,3028,1028,0,0,0.019405460607224253,203,0.01925304339890982,0.0,1028,0.1570704131685134,0.1570704131685134,-0.8039056138609842,0.4270428015564202,synthetic
syn_sep0.0_s1,16,45,1,628,4326,1106,0,1,0.019101823328136237,181,0.019539448235645202,0.0,1106,0.019390650050958257,0.019390650050958257,-1.7124076313933823,0.5678119349005425,synthetic
syn_sep0.0_s1,16,37,1,335,2212,1059,0,0,0.01932860468488379,231,0.01921487943938334,0.0,1059,0.03475637197341429,0.03475637197341429,-1.4589655634582661,0.31633616619452315,synthetic
syn_sep0.0_s1,16,14,1,416,2923,793,0,0,0.01936244970327538,162,0.01923169502232942,0.0,793,0.34760890442033304,0.34760890442033304,-0.45890910710392835,0.5245901639344263,synthetic
syn_sep0.0_s1,16,1,1,623,4071,795,2,1,0.00787320026637925,75,0.01921555323540716,0.0,795,0.004759636201429867,0.004759636201429867,-2.3224262408331167,0.7836477987421384,synthetic
syn_sep0.0_s1,17,38,1,454,3190,926,0,0,0.019692307106465787,107,0.01912847953600252,0.0,926,0.0737777198049248,0.0737777198049248,-1.1320747713240058,0.490280777537797,synthetic
syn_sep0.0_s1,17,18,1,460,3273,744,0,0,0.019692307106465787,144,0.019681662849034737,0.0,744,0.42813341136078514,0.42813341136078514,-0.3684208786738671,0.6182795698924731,synthetic
syn_sep0.0_s1,17,62,1,418,2964,731,0,0,0.019692307106465787,77,0.01923688317943012,0.0,731,0.04781389469207992,0.04781389469207992,-1.3204458792947367,0.5718194254445964,synthetic
